"","DATE","WSR_PK","WSR_AV","T_PK","T85","RH85","U85","V85","T70","U70","V70","T50","RH50","U50","V50","SLP","Precp","OzoneDay1hPeak","Oz8h","WSR.vect","T.vect"
"435",1999-03-15,0.24,0.11,0.484,0.354430379746835,0.37,0.0632,-0.3226,0.415708812260536,0.1722,-0.389,0.298701298701299,0.06,0.255,-0.2854,0.546666666666667,0,"0","0","3","6"
"436",1999-03-16,0.47,0.25,0.546,0.563291139240506,0.09,0.0444,-0.009,0.532567049808429,0.0954,-0.068,0.480519480519481,0.03,0.1594,-0.1134,0.626666666666667,0,"0","0","6","6"
"437",1999-03-17,0.59,0.38,0.586,0.636075949367089,0.04,0.0352,0.1588,0.613026819923372,0.1124,0.0524,0.458874458874459,0.08,0.154,0.052,0.56,0,"0","0","6","5"
"438",1999-03-18,0.58,0.41,0.556,0.626582278481013,0.3,0.0346,0.1614,0.616858237547893,0.0492,0.1562,0.398268398268398,0.56,0.1592,0.1068,0.56,0,"0","0","6","5"
"439",1999-03-19,0.49,0.26,0.548,0.607594936708861,0.12,0.005,0.071,0.563218390804598,0.0328,0.1864,0.411255411255411,0.28,0.3138,0.1276,0.613333333333333,0.11089588377724,"0","0","5","8"
"440",1999-03-20,0.48,0.32,0.496,0.531645569620253,0.74,0.0338,0.0176,0.440613026819923,0.1642,0.085,0.402597402597403,0.46,0.2686,0.054,0.64,0.00484261501210654,"0","0","3","1"
"441",1999-03-21,0.28,0.15,0.558,0.458860759493671,0.57,0.1046,-0.1536,0.448275862068966,0.2616,-0.162,0.367965367965368,0.08,0.407,-0.2268,0.6,0,"0","0","6","6"
"442",1999-03-22,0.52,0.25,0.57,0.512658227848101,0.34,-0.0586,-0.0688,0.494252873563218,0.1004,-0.0984,0.45021645021645,0.06,0.2386,-0.2382,0.586666666666667,0,"0","0","4","6"
"443",1999-03-23,0.34,0.25,0.594,0.563291139240506,0.49,0.1042,0.1046,0.567049808429119,0.0786,-0.0204,0.454545454545455,0.07,0.2534,-0.0474,0.493333333333333,0,"0","0","6","5"
"444",1999-03-24,0.34,0.17,0.626,0.585443037974684,0.87,0.0904,0.047,0.60536398467433,0.1942,0.017,0.363636363636364,0.23,0.2724,-0.0226,0.493333333333333,0,"0","0","6","5"
"445",1999-03-25,0.48,0.28,0.514,0.588607594936709,0.75,0.1158,0.0854,0.482758620689655,0.1946,0.0094,0.45021645021645,0.25,0.3728,-0.0658,0.493333333333333,0,"0","0","3","8"
"446",1999-03-26,0.37,0.19,0.522,0.39873417721519,0.71,0.0518,-0.1618,0.383141762452107,0.2808,-0.1684,0.45021645021645,0.13,0.4326,-0.1774,0.573333333333333,0,"0","0","6","4"
"447",1999-03-27,0.7,0.41,0.486,0.477848101265823,0.08,0.0506,-0.0472,0.513409961685824,0.1474,-0.068,0.385281385281385,0.38,0.308,-0.2272,0.613333333333333,0,"0","0","3","4"
"448",1999-03-28,0.46,0.27,0.564,0.636075949367089,0.4,-0.0314,0.1588,0.524904214559387,0.1044,0.1356,0.471861471861472,0.38,0.0768,0.1342,0.493333333333333,0.0493946731234867,"0","0","3","2"
"449",1999-03-29,0.33,0.23,0.492,0.582278481012658,0.9,0.011,0.2382,0.517241379310345,0.0626,0.2922,0.567099567099567,0.55,0.094,0.1914,0.493333333333333,0.0895883777239709,"0","0","6","2"
"450",1999-03-30,0.29,0.18,0.408,0.541139240506329,0.95,-0.0824,0.1214,0.417624521072797,-0.0832,0.1262,0.497835497835498,0.66,-0.1008,0.0876,0.52,0.011138014527845,"0","0","6","2"
"451",1999-03-31,0.33,0.15,0.542,0.493670886075949,0.94,0.037,-0.0406,0.436781609195402,0.0744,-0.0498,0.545454545454546,0.16,0.2412,-0.0696,0.48,0,"0","0","4","4"
"452",1999-04-01,0.41,0.31,0.59,0.689873417721519,0.37,0.0898,0.1206,0.647509578544061,0.1516,0.0064,0.484848484848485,0.19,0.2564,-0.0064,0.386666666666667,0,"0","0","6","5"
"453",1999-04-02,0.49,0.33,0.598,0.70253164556962,0.6,0.1184,0.2718,0.758620689655172,0.116,0.1008,0.528138528138528,0.7,0.3654,0.0598,0.4,0,"0","0","6","5"
"454",1999-04-03,0.71,0.44,0.648,0.768987341772152,0.61,0.0246,0.323,0.720306513409962,0.2012,0.2858,0.515151515151515,0.8,0.2006,0.3472,0.373333333333333,0.0455205811138015,"0","0","5","7"
"455",1999-04-04,0.62,0.37,0.592,0.765822784810127,0.7,0.0224,0.1996,0.620689655172414,0.2322,0.2646,0.545454545454546,0.43,0.3342,0.3984,0.293333333333333,0.00387409200968523,"0","0","6","5"
"456",1999-04-05,0.38,0.24,0.634,0.746835443037975,0.52,-0.0032,0.2928,0.724137931034483,0.2116,0.2446,0.575757575757576,0.04,0.3158,0.1772,0.346666666666667,0,"0","0","5","7"
"457",1999-04-06,0.42,0.22,0.682,0.715189873417722,0.92,0.0906,0.0806,0.766283524904214,0.2014,0.1262,0.532467532467532,0.3,0.3156,0.0678,0.453333333333333,0,"0","0","6","6"
"458",1999-04-07,0.47,0.29,0.682,0.734177215189873,0.76,0.0284,0.1814,0.754789272030651,0.1272,0.0386,0.640692640692641,0.33,0.3154,0.0454,0.573333333333333,0,"0","0","6","5"
"459",1999-04-08,0.56,0.39,0.692,0.806962025316456,0.14,0.0692,0.2096,0.839080459770115,0.118,0.0826,0.623376623376623,0.36,0.2536,-0.0334,0.573333333333333,0,"0","0","6","5"
"460",1999-04-09,0.47,0.34,0.708,0.879746835443038,0.18,0.2796,0.1636,0.800766283524904,0.2804,0.084,0.645021645021645,0.49,0.4316,0.0076,0.4,0,"0","0","6","5"
"461",1999-04-10,0.4,0.24,0.72,0.860759493670886,0.13,0.2278,0.2506,0.900383141762452,0.2214,0.12,0.649350649350649,0.58,0.4488,0.0966,0.293333333333333,0,"0","0","3","5"
"462",1999-04-11,0.37,0.2,0.686,0.759493670886076,0.65,0.2146,0.1502,0.808429118773946,0.2682,0.1564,0.653679653679654,0.63,0.3944,0.1844,0.413333333333333,0,"0","0","3","6"
"463",1999-04-12,0.48,0.29,0.684,0.686708860759494,0.78,0.0052,-0.0154,0.754789272030651,0.2122,0.0514,0.653679653679654,0.58,0.4288,0.0752,0.6,0,"0","1","3","5"
"464",1999-04-13,0.58,0.31,0.616,0.686708860759494,0.67,-0.0096,-0.0054,0.777777777777778,0.2436,0.032,0.593073593073593,0.34,0.2878,-0.0314,0.613333333333333,0,"0","0","6","2"
"465",1999-04-14,0.68,0.39,0.694,0.708860759493671,0.73,0.0608,0.2546,0.777777777777778,0.31,0.2728,0.61038961038961,0.17,0.2644,0.108,0.346666666666667,0.0295399515738499,"0","0","5","8"
"466",1999-04-15,0.65,0.52,0.538,0.712025316455696,0.6,0.3548,0.0128,0.547892720306513,0.4874,0.0976,0.584415584415584,0.3,0.5432,0.323,0.173333333333333,0,"0","0","3","4"
"467",1999-04-16,0.43,0.26,0.454,0.496835443037975,0.11,0.1156,-0.1976,0.419540229885058,0.4536,-0.0392,0.428571428571429,0.25,0.6148,0.0428,0.506666666666667,0,"0","0","6","6"
"468",1999-04-17,0.38,0.16,0.524,0.325949367088608,0.2,0.1866,-0.1764,0.199233716475096,0.3974,-0.1416,0.354978354978355,0.39,0.8272,0.2446,0.626666666666667,0,"0","0","3","6"
"469",1999-04-18,0.43,0.19,0.6,0.357594936708861,0.37,0.1064,-0.0764,0.126436781609195,0.359,0.0382,0.25974025974026,0.09,0.6592,0.0756,0.733333333333333,0,"0","0","2","6"
"470",1999-04-19,0.46,0.3,0.67,0.477848101265823,0.64,0.1294,-0.0494,0.388888888888889,0.1458,-0.1736,0.406926406926407,0.05,0.321,-0.2084,0.706666666666667,0,"0","0","6","6"
"471",1999-04-20,0.47,0.34,0.682,0.674050632911392,0.78,0.0284,0.1814,0.613026819923372,0.118,0.0386,0.562770562770563,0.55,0.2052,0.0262,0.546666666666667,0,"0","0","6","6"
"472",1999-04-21,0.61,0.44,0.636,0.753164556962025,0.11,0.0478,0.2714,0.582375478927203,0.0606,0.091,0.497835497835498,0.04,0.1496,-0.0572,0.48,0,"0","0","6","5"
"473",1999-04-22,0.62,0.5,0.696,0.727848101265823,0.25,0.1188,0.2682,0.762452107279693,0.1756,0.1016,0.545454545454546,0.34,0.3482,0.0314,0.333333333333333,0,"0","0","6","5"
"474",1999-04-23,0.51,0.39,0.738,0.787974683544304,0.64,0.0662,0.3056,0.823754789272031,0.1992,0.2602,0.696969696969697,0.05,0.2436,0.0958,0.373333333333333,0,"0","0","6","5"
"475",1999-04-24,0.46,0.3,0.664,0.674050632911392,0.83,0.0284,0.1814,0.613026819923372,0.0858,0.0288,0.645021645021645,0.46,0.2116,-0.0386,0.533333333333333,0,"0","0","6","5"
"476",1999-04-25,0.43,0.3,0.692,0.753164556962025,0.5,-0.0398,0.1516,0.71264367816092,0.0434,0.2088,0.658008658008658,0.2,0.0988,0.0912,0.52,0,"0","0","5","5"
"477",1999-04-26,0.75,0.28,0.65,0.772151898734177,0.47,0.0376,0.185,0.689655172413793,0.0888,0.1252,0.567099567099567,0.35,0.2084,0.0972,0.373333333333333,0.05181598062954,"0","0","5","7"
"478",1999-04-27,0.38,0.14,0.724,0.689873417721519,0.69,0.1744,0.1208,0.524904214559387,0.1886,0.1678,0.645021645021645,0.47,0.2128,0.136,0.306666666666667,0,"0","0","6","6"
"479",1999-04-28,0.38,0.18,0.734,0.715189873417722,0.52,0.0142,-0.0652,0.57088122605364,0.1234,-0.0842,0.58008658008658,0.1,0.179,-0.0126,0.346666666666667,0,"1","1","6","6"
"480",1999-04-29,0.39,0.17,0.734,0.737341772151899,0.56,-0.031,0.0308,0.559386973180077,0.0732,-0.1752,0.54978354978355,0.37,0.2858,-0.1506,0.346666666666667,0,"0","1","6","8"
"481",1999-04-30,0.43,0.33,0.648,0.715189873417722,0.44,0,-0.123,0.628352490421456,0.1326,-0.219,0.562770562770563,0.29,0.224,-0.2254,0.413333333333333,0,"0","0","5","4"
"482",1999-05-01,0.55,0.34,0.596,0.522151898734177,0.6,-0.0424,-0.0698,0.620689655172414,0.036,-0.1342,0.593073593073593,0.06,0.193,-0.162,0.493333333333333,0,"0","0","6","6"
"483",1999-05-02,0.52,0.33,0.624,0.506329113924051,0.69,-0.0936,0.052,0.632183908045977,0.1372,-0.0726,0.593073593073593,0.07,0.262,-0.1194,0.466666666666667,0,"0","0","6","8"
"484",1999-05-03,0.45,0.34,0.61,0.674050632911392,0.5,-0.0058,0.0814,0.578544061302682,0.1594,0.066,0.545454545454546,0.06,0.3568,-0.0116,0.44,0,"0","0","6","7"
"485",1999-05-04,0.54,0.39,0.688,0.699367088607595,0.98,0.0358,0.2342,0.762452107279693,0.1698,0.125,0.588744588744589,0.11,0.3788,0.0796,0.293333333333333,0.0062953995157385,"0","0","3","2"
"486",1999-05-05,0.42,0.21,0.754,0.835443037974683,0.59,0.1476,0.215,0.793103448275862,0.2754,0.2018,0.588744588744589,0.32,0.447,0.1926,0.106666666666667,0,"1","1","2","6"
"487",1999-05-06,0.38,0.21,0.666,0.762658227848101,0.65,0.079,0.117,0.747126436781609,0.4094,0.075,0.575757575757576,0.23,0.3288,0.3698,0.213333333333333,0,"0","0","3","6"
"488",1999-05-07,0.32,0.15,0.71,0.727848101265823,0.24,0.1624,-0.0038,0.590038314176245,0.3988,0.0546,0.484848484848485,0.21,0.549,0.1726,0.386666666666667,0,"0","1","6","6"
"489",1999-05-08,0.42,0.18,0.74,0.718354430379747,0.62,-0.0098,-0.0106,0.632183908045977,0.0456,-0.0352,0.601731601731602,0.31,0.0758,-0.056,0.453333333333333,0,"1","1","4","6"
"490",1999-05-09,0.47,0.31,0.658,0.718354430379747,0.48,-0.0996,0.0534,0.689655172413793,0.2406,-0.0502,0.567099567099567,0.11,0.225,-0.0498,0.466666666666667,0,"0","0","6","5"
"491",1999-05-10,0.67,0.3,0.586,0.762658227848101,0.73,-0.0124,0.1628,0.662835249042146,0.0426,0.1394,0.523809523809524,0.22,0.2236,-0.0054,0.4,0.119128329297821,"0","0","5","8"
"492",1999-05-11,0.55,0.29,0.684,0.718354430379747,0.86,0.1832,0.1624,0.563218390804598,0.1188,0.0762,0.467532467532468,0.35,0.3034,0.0408,0.346666666666667,0.0062953995157385,"0","0","6","5"
"493",1999-05-12,0.55,0.19,0.622,0.746835443037975,0.64,0.1334,0.006,0.60536398467433,0.262,0.013,0.480519480519481,0.65,0.2926,-0.084,0.346666666666667,0.285230024213075,"0","0","5","2"
"494",1999-05-13,0.21,0.1,0.698,0.759493670886076,0.56,0.1012,0.0544,0.616858237547893,0.1342,-0.0766,0.623376623376623,0.07,0.2,-0.0392,0.373333333333333,0,"0","0","1","6"
"495",1999-05-14,0.47,0.24,0.708,0.765822784810127,0.56,0.0618,-0.0454,0.674329501915709,0.0982,-0.0982,0.67965367965368,0.09,0.1464,-0.1524,0.373333333333333,0,"0","0","4","5"
"496",1999-05-15,0.49,0.34,0.704,0.876582278481013,0.29,0.0654,0.064,0.724137931034483,0.2802,0.2988,0.58008658008658,0.19,0.0558,-0.0726,0.413333333333333,0,"0","0","6","3"
"497",1999-05-16,0.52,0.38,0.704,0.879746835443038,0.13,-0.0214,0.1786,0.701149425287356,-0.0262,0.1302,0.575757575757576,0.22,0.0408,-0.0186,0.453333333333333,0,"0","0","6","3"
"498",1999-05-17,0.52,0.35,0.692,0.80379746835443,0.45,0.0046,0.1674,0.743295019157088,0.0148,0.1708,0.593073593073593,0.32,0.1194,-0.0232,0.466666666666667,0.0062953995157385,"0","0","5","6"
"499",1999-05-18,0.37,0.23,0.642,0.753164556962025,0.49,0.025,0.0168,0.67816091954023,0.0972,0.0294,0.541125541125541,0.87,0.1784,0.0654,0.466666666666667,0,"0","0","3","5"
"500",1999-05-19,0.28,0.17,0.684,0.658227848101266,0.77,0.0012,-0.0858,0.609195402298851,0.0482,-0.074,0.632034632034632,0.04,-0.0116,-0.1314,0.52,0,"0","0","6","5"
"501",1999-05-20,0.48,0.21,0.686,0.65506329113924,0.82,-0.0098,0.042,0.64367816091954,0.0858,-0.0444,0.645021645021645,0.08,0.1836,-0.014,0.506666666666667,0,"0","0","4","5"
"502",1999-05-21,0.43,0.21,0.716,0.705696202531645,0.63,-0.0154,0.074,0.659003831417624,0.102,-0.076,0.584415584415584,0.21,0.105,-0.1368,0.506666666666667,0,"0","0","4","5"
"503",1999-05-22,0.37,0.16,0.712,0.712025316455696,0.7,0.0478,0.021,0.647509578544061,0.0488,-0.0438,0.588744588744589,0.11,0.0796,-0.1324,0.546666666666667,0,"0","0","1","3"
"504",1999-05-23,0.35,0.15,0.728,0.721518987341772,0.71,0.0094,0.0194,0.655172413793103,0.0012,-0.0338,0.601731601731602,0.14,0.087,-0.1506,0.533333333333333,0,"0","0","4","6"
"505",1999-05-24,0.34,0.18,0.716,0.756329113924051,0.56,0.0924,-0.0734,0.685823754789272,0.1168,-0.1688,0.688311688311688,0.22,0.1438,-0.2318,0.466666666666667,0,"0","0","2","3"
"506",1999-05-25,0.39,0.22,0.728,0.727848101265823,0.55,0.0858,-0.0452,0.689655172413793,0.0898,-0.098,0.653679653679654,0.5,0.1662,-0.0188,0.466666666666667,0,"0","0","6","3"
"507",1999-05-26,0.42,0.2,0.678,0.791139240506329,0.35,0.036,0.0748,0.659003831417624,0.103,0.0442,0.662337662337662,0.3,0.2818,-0.0352,0.44,0,"0","0","2","7"
"508",1999-05-27,0.37,0.17,0.706,0.753164556962025,0.68,0.0654,-0.0372,0.693486590038314,0.1426,-0.078,0.645021645021645,0.33,0.3024,-0.0354,0.453333333333333,0.0295399515738499,"0","0","5","6"
"509",1999-05-28,0.34,0.13,0.664,0.70253164556962,0.63,0.0508,0.0752,0.609195402298851,0.0896,0.0478,0.623376623376623,0.23,0.2656,0.006,0.48,0.00145278450363196,"0","0","5","5"
"510",1999-05-29,0.35,0.12,0.67,0.715189873417722,0.7,0.0772,0.0524,0.540229885057471,0.14,0.014,0.601731601731602,0.87,0.033,0.0302,0.52,0.0469733656174334,"0","0","1","7"
"511",1999-05-30,0.49,0.19,0.682,0.718354430379747,0.65,0.055,0.1042,0.559386973180077,0.0982,0.0754,0.640692640692641,0.47,0.3066,0.0852,0.52,0.00387409200968523,"0","0","3","7"
"512",1999-05-31,0.38,0.24,0.738,0.759493670886076,0.59,0.0894,0.0756,0.582375478927203,0.0984,-0.0904,0.567099567099567,0.15,0.031,-0.0804,0.453333333333333,0,"0","0","6","3"
"513",1999-06-01,0.44,0.28,0.744,0.806962025316456,0.64,0.0248,-0.0226,0.67816091954023,0.0166,-0.0814,0.688311688311688,0.54,0.13,-0.357,0.413333333333333,0,"0","0","6","3"
"514",1999-06-02,0.47,0.23,0.724,0.787974683544304,0.49,-0.0214,0.1044,0.812260536398468,-0.0458,-0.0918,0.614718614718615,0.56,0.1664,-0.2246,0.44,0,"0","0","3","3"
"515",1999-06-03,0.45,0.26,0.732,0.718354430379747,0.83,-0.0098,-0.0106,0.632183908045977,0.0276,0.0136,0.688311688311688,0.62,0.081,-0.0298,0.413333333333333,0,"0","0","6","3"
"516",1999-06-04,0.43,0.29,0.746,0.718354430379747,0.75,-0.0098,-0.0106,0.670498084291188,0.0166,-0.0602,0.770562770562771,0.54,0.0686,-0.002,0.426666666666667,0,"0","0","6","3"
"517",1999-06-05,0.48,0.33,0.738,0.781645569620253,0.75,-0.0098,-0.0106,0.727969348659004,0.1334,0.0824,0.783549783549784,0.48,0.081,0.034,0.426666666666667,0,"0","0","6","3"
"518",1999-06-06,0.4,0.23,0.734,0.810126582278481,0.5,-0.0424,0.126,0.716475095785441,-0.0982,0.1218,0.753246753246753,0.19,-0.0774,-0.1028,0.506666666666667,0,"0","0","6","3"
"519",1999-06-07,0.38,0.15,0.714,0.756329113924051,0.77,-0.058,0.0126,0.662835249042146,-0.096,-0.0436,0.757575757575758,0.27,-0.1168,-0.1096,0.506666666666667,0,"0","0","1","7"
"520",1999-06-08,0.34,0.14,0.656,0.734177215189873,0.69,-0.0688,0.0736,0.651340996168582,-0.0946,0.0264,0.744588744588745,0.42,-0.0194,-0.0414,0.506666666666667,0.0198547215496368,"0","0","4","7"
"521",1999-06-09,0.4,0.17,0.68,0.756329113924051,0.78,-0.0548,0.0818,0.639846743295019,-0.0568,0.0668,0.696969696969697,0.48,0.0218,-0.034,0.44,0.00145278450363196,"0","0","6","7"
"522",1999-06-10,0.38,0.17,0.694,0.740506329113924,0.82,-0.0476,0.096,0.639846743295019,-0.0448,0.0714,0.670995670995671,0.88,0.0668,0.0242,0.453333333333333,0.0823244552058111,"0","0","4","7"
"523",1999-06-11,0.43,0.14,0.722,0.765822784810127,0.72,0.0144,0.0602,0.659003831417624,0.0404,0.0404,0.67965367965368,0.76,0.0802,0.0258,0.453333333333333,0.0256658595641647,"0","0","4","7"
"524",1999-06-12,0.29,0.12,0.666,0.759493670886076,0.7,0.0302,0.034,0.655172413793103,0.0666,-0.0118,0.714285714285714,0.61,0.0166,-0.0396,0.453333333333333,0.00242130750605327,"0","0","2","8"
"525",1999-06-13,0.19,0.11,0.646,0.724683544303797,0.85,0.0558,-0.002,0.639846743295019,0.0324,-0.0114,0.727272727272727,0.79,0.058,0.0192,0.466666666666667,0.011138014527845,"0","0","4","7"
"526",1999-06-14,0.24,0.14,0.722,0.737341772151899,0.79,0.0916,0.008,0.681992337164751,0.0816,-0.0078,0.761904761904762,0.68,0.078,0.0654,0.44,0,"0","0","6","3"
"527",1999-06-15,0.38,0.12,0.66,0.762658227848101,0.81,0.04,-0.059,0.655172413793103,0.078,-0.0434,0.757575757575758,0.83,0.4464,-0.1128,0.426666666666667,0.236319612590799,"0","0","2","7"
"528",1999-06-16,0.37,0.11,0.708,0.756329113924051,0.77,0.0646,0.0168,0.651340996168582,0.0876,-0.0038,0.731601731601731,0.84,0.177,0.0672,0.413333333333333,0.00242130750605327,"0","0","2","7"
"529",1999-06-17,0.34,0.19,0.714,0.743670886075949,0.8,-0.0152,-0.047,0.659003831417624,0.0776,-0.02,0.735930735930736,0.27,0.1432,-0.0016,0.453333333333333,0,"0","0","6","3"
"530",1999-06-18,0.34,0.23,0.704,0.70253164556962,0.78,-0.042,-0.0304,0.674329501915709,0.0476,-0.0286,0.74025974025974,0.13,0.0238,-0.041,0.533333333333333,0,"0","0","6","5"
"531",1999-06-19,0.37,0.21,0.712,0.715189873417722,0.63,0.0114,-0.0052,0.701149425287356,0.102,-0.0222,0.787878787878788,0.06,0.0808,-0.0126,0.52,0.00145278450363196,"0","1","2","3"
"532",1999-06-20,0.39,0.22,0.716,0.724683544303797,0.82,-0.0752,-0.0506,0.731800766283525,-0.0242,-0.0248,0.757575757575758,0.35,0.104,-0.0222,0.48,0,"0","0","2","7"
"533",1999-06-21,0.42,0.21,0.696,0.734177215189873,0.72,-0.1732,0.0232,0.655172413793103,0.023,0.0194,0.783549783549784,0.39,0.0434,0.031,0.48,0.0566585956416465,"0","0","2","7"
"534",1999-06-22,0.36,0.14,0.702,0.75,0.86,-0.055,0.091,0.704980842911877,0.0134,0.101,0.787878787878788,0.79,-0.0148,0.0512,0.48,0.114285714285714,"0","0","2","7"
"535",1999-06-23,0.44,0.21,0.71,0.762658227848101,0.81,0.038,0.1592,0.697318007662835,0.064,0.1728,0.761904761904762,0.92,0.08,0.0092,0.44,0.0232445520581114,"0","0","2","7"
"536",1999-06-24,0.49,0.23,0.724,0.80379746835443,0.66,0.063,0.127,0.720306513409962,0.0944,0.092,0.796536796536796,0.86,0.0892,0.0186,0.44,0.011138014527845,"0","0","3","3"
"537",1999-06-25,0.42,0.19,0.662,0.794303797468354,0.8,0.0212,0.1484,0.731800766283525,0.0212,0.1612,0.80952380952381,0.71,0.1098,0.0456,0.386666666666667,0.05181598062954,"0","0","5","2"
"538",1999-06-26,0.39,0.26,0.746,0.778481012658228,0.88,0.1172,0.1744,0.71264367816092,0.2332,0.147,0.796536796536796,0.92,0.2182,0.126,0.386666666666667,0.00726392251815981,"0","0","2","7"
"539",1999-06-27,0.42,0.32,0.748,0.85126582278481,0.58,0.1226,0.162,0.777777777777778,0.1754,0.108,0.74025974025974,0.66,0.1872,0.028,0.386666666666667,0,"0","0","6","3"
"540",1999-06-28,0.44,0.31,0.758,0.79746835443038,0.78,0.1084,0.168,0.827586206896552,0.1334,0.077,0.744588744588745,0.48,0.113,0,0.426666666666667,0,"0","0","6","3"
"541",1999-06-29,0.37,0.25,0.752,0.838607594936709,0.53,0.1552,0.0822,0.835249042145594,0.1002,0.0222,0.770562770562771,0.34,0.0198,-0.042,0.426666666666667,0,"0","0","6","3"
"542",1999-06-30,0.49,0.31,0.758,0.889240506329114,0.16,0.1192,0.1526,0.816091954022989,0.0776,0.0414,0.761904761904762,0.46,0.011,0.0052,0.36,0,"0","0","6","3"
"543",1999-07-02,0.52,0.32,0.74,0.816455696202532,0.76,-0.0098,-0.0106,0.689655172413793,0.1236,0.1008,0.757575757575758,0.29,0.081,0.0806,0.333333333333333,0,"0","0","6","3"
"544",1999-07-03,0.46,0.25,0.74,0.822784810126582,0.48,-0.0964,0.133,0.793103448275862,-0.121,0.0526,0.757575757575758,0.45,-0.1488,0.004,0.48,0.00242130750605327,"0","0","5","5"
"545",1999-07-04,0.39,0.21,0.73,0.756329113924051,0.89,-0.0856,0.057,0.735632183908046,-0.12,0.058,0.813852813852814,0.34,-0.1152,0.0504,0.533333333333333,0.00871670702179177,"0","0","2","7"
"546",1999-07-05,0.29,0.11,0.706,0.759493670886076,0.81,-0.0592,0.0566,0.666666666666667,-0.0718,0.026,0.766233766233766,0.5,-0.0632,-0.0206,0.573333333333333,0.0062953995157385,"0","0","2","7"
"547",1999-07-06,0.35,0.13,0.692,0.768987341772152,0.79,-0.0662,-0.0382,0.655172413793103,-0.0704,-0.0796,0.757575757575758,0.92,-0.0544,0.009,0.573333333333333,0.199031476997579,"0","0","2","7"
"548",1999-07-07,0.3,0.16,0.758,0.816455696202532,0.76,-0.0098,-0.0106,0.670498084291188,-0.0102,-0.0218,0.722943722943723,0.3,-0.0306,-0.0844,0.506666666666667,0,"0","0","6","3"
"549",1999-07-08,0.39,0.21,0.746,0.772151898734177,0.85,-0.0236,0.046,0.662835249042146,-0.094,-0.028,0.800865800865801,0.73,-0.1242,-0.0332,0.48,0,"0","0","6","3"
"550",1999-07-09,0.36,0.17,0.688,0.772151898734177,0.76,-0.0228,0.1008,0.697318007662835,-0.015,0.0734,0.792207792207792,0.66,-0.028,0.0466,0.48,0,"0","0","4","5"
"551",1999-07-10,0.4,0.17,0.718,0.791139240506329,0.68,0.0534,0.1316,0.689655172413793,0.0044,0.0916,0.727272727272727,0.84,-0.0308,0.03,0.52,0,"0","0","1","5"
"552",1999-07-11,0.26,0.12,0.722,0.781645569620253,0.76,0.0212,0.0708,0.724137931034483,0.0702,0.1128,0.757575757575758,0.47,0.0514,0.0146,0.52,0.00387409200968523,"0","0","1","7"
"553",1999-07-12,0.43,0.17,0.702,0.79746835443038,0.76,0.1078,0.005,0.708812260536398,0.184,0.0442,0.757575757575758,0.8,0.1328,-0.0032,0.533333333333333,0,"0","0","4","7"
"554",1999-07-13,0.35,0.11,0.678,0.756329113924051,0.72,0.2188,0.0116,0.639846743295019,0.2188,-0.03,0.757575757575758,0.91,0.1542,-0.056,0.573333333333333,0.0949152542372881,"0","0","1","7"
"555",1999-07-14,0.31,0.15,0.758,0.75,0.7,0.0862,-0.0256,0.632183908045977,0.1496,-0.0782,0.770562770562771,0.08,0.0414,-0.1212,0.546666666666667,0,"0","0","4","3"
"556",1999-07-15,0.4,0.2,0.748,0.778481012658228,0.68,0.0128,0.057,0.628352490421456,0.0198,-0.0468,0.779220779220779,0.05,-0.0924,-0.0798,0.52,0,"0","0","4","3"
"557",1999-07-16,0.25,0.13,0.712,0.772151898734177,0.75,-0.0574,0.0748,0.636015325670498,-0.0352,0.0402,0.766233766233766,0.06,-0.0718,0.0062,0.52,0.0232445520581114,"0","0","4","7"
"558",1999-07-17,0.27,0.13,0.688,0.816455696202532,0.66,-0.0098,-0.0106,0.689655172413793,0.0276,0.0136,0.731601731601731,0.3,0.0114,0.0062,0.44,0.119128329297821,"0","0","2","2"
"559",1999-07-23,0.34,0.16,0.774,0.80379746835443,0.65,0.0296,-0.0698,0.735632183908046,0.0448,-0.0672,0.783549783549784,0.32,-0.0546,-0.0602,0.6,0,"0","0","6","3"
"560",1999-07-24,0.31,0.15,0.776,0.80379746835443,0.81,-0.0186,-0.0338,0.762452107279693,-0.0838,-0.0746,0.83982683982684,0.3,-0.1438,-0.1176,0.466666666666667,0,"0","1","2","3"
"561",1999-07-25,0.37,0.13,0.726,0.712025316455696,0.67,-0.023,0.0084,0.586206896551724,-0.0712,0.05,0.67965367965368,0.94,-0.1296,-0.0314,0.44,0,"0","0","2","7"
"562",1999-07-26,0.34,0.15,0.754,0.79746835443038,0.7,0.0324,0.0462,0.727969348659004,-0.029,0.0382,0.783549783549784,0.29,-0.0466,0.046,0.466666666666667,0.00387409200968523,"0","0","3","7"
"563",1999-07-27,0.32,0.11,0.768,0.800632911392405,0.79,0.0286,-0.0114,0.739463601532567,0.0232,-0.001,0.748917748917749,0.49,-0.021,-0.0372,0.493333333333333,0,"0","0","1","7"
"564",1999-07-28,0.35,0.18,0.788,0.822784810126582,0.72,0.0256,-8e-04,0.708812260536398,-0.01,-0.0194,0.792207792207792,0.65,-0.0856,-0.011,0.493333333333333,0,"0","0","2","3"
"565",1999-07-29,0.32,0.21,0.782,0.816455696202532,0.73,0.0222,6e-04,0.716475095785441,-0.0354,-4e-04,0.848484848484849,0.47,-0.0996,0.0554,0.48,0,"0","0","2","3"
